FA-Nr.,Artikelnr.,Bez./Artikel,Maschinenressource,AG-Starttermin,AG-Ende,KW,Tag,Wochentag,Planzeit [h],KI-Zeit [h],Ist-Zeit [h]
726225,ZJDEE0001625,"FLANSCH DRBS DN 36"" CL.300 S.A DI 872/869,5  DA 1270  L 397",PM34,2025-04-15 06:34:00,2025-04-15 09:33:00,16,2025-04-15,Dienstag,3.521347051613261,3.0334045255675277,2.9833333333333334
726225,ZJDEE0001625,"FLANSCH DRBS DN 36"" CL.300 S.A DI 872/869,5  DA 1270  L 397",PM44,2025-04-16 07:03:00,2025-04-16 08:24:00,16,2025-04-16,Mittwoch,1.2458258232008437,1.0896814627067948,1.35
728490,ZJDEE0001535,"Haubenrippe DRBS NPS 30"" B 130 S 35 L 160",PC21,2025-05-14 08:17:00,2025-05-14 08:30:00,20,2025-05-14,Mittwoch,5.330460884156753,5.622232520436689,
728494,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",SM00,2025-03-17 21:44:00,2025-03-17 21:45:00,12,2025-03-17,Montag,0.012029349453773592,0.014209865677858001,0.016666666666666666
728494,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",PM44,2025-03-21 07:18:00,2025-03-21 08:24:00,12,2025-03-21,Freitag,1.301288958655537,0.907072891229779,1.1
728494,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",QC20,2025-03-21 21:39:00,2025-03-21 21:45:00,12,2025-03-21,Freitag,0.11538802594408165,0.09892168792072126,0.1
728495,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",SM00,2025-03-17 21:44:00,2025-03-17 21:45:00,12,2025-03-17,Montag,0.01600828971986163,0.01479718833266899,0.016666666666666666
728495,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",PW72,2025-03-19 13:34:00,2025-03-19 17:31:00,12,2025-03-19,Mittwoch,3.4317741800101684,3.743222788676708,3.95
728497,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",SM00,2025-03-17 21:44:00,2025-03-17 21:45:00,12,2025-03-17,Montag,0.019780873021983746,0.013985848547651197,0.016666666666666666
728497,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",QC20,2025-03-21 21:39:00,2025-03-21 21:45:00,12,2025-03-21,Freitag,0.11624427855850744,0.09766369074969554,0.1
728498,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",SM00,2025-03-17 21:44:00,2025-03-17 21:45:00,12,2025-03-17,Montag,0.01721771974472547,0.017003211604285237,0.016666666666666666
728498,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",PM34,2025-03-20 07:00:00,2025-03-20 09:48:00,12,2025-03-20,Donnerstag,2.904562330632233,2.639618119112184,2.8
728500,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",PW71,2025-03-19 13:34:00,2025-03-19 17:31:00,12,2025-03-19,Mittwoch,4.526104527796352,3.5547471116989047,3.95
728501,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",SM00,2025-03-17 21:44:00,2025-03-17 21:45:00,12,2025-03-17,Montag,0.018266590986491422,0.016426483680999027,0.016666666666666666
728501,ZJDEE0001536,"FLANSCH DRBS DN 30"" CL.300 S.A DI 733.5/727.0  DA 1092  L 322",92130,2025-03-18 14:00:00,2025-03-18 14:00:00,12,2025-03-18,Dienstag,0.0,0.0,0.0
728502,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",QC00,2025-04-28 21:44:00,2025-04-28 21:45:00,18,2025-04-28,Montag,1.019131491202736,1.095626015532087,
728502,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PW33,2025-04-29 11:18:00,2025-04-29 21:24:00,18,2025-04-29,Dienstag,8.297207957629894,8.171056406548201,
728502,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PC81,2025-05-16 09:40:00,2025-05-16 12:25:00,20,2025-05-16,Freitag,6.147884516655426,5.831888646479689,
728502,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PC81,2025-05-29 08:30:00,2025-05-29 12:00:00,22,2025-05-29,Donnerstag,3.760016723237499,3.5263257708622797,
728502,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",QC00,2025-06-11 15:03:00,2025-06-11 15:18:00,24,2025-06-11,Mittwoch,5.012004256785745,4.735734756381327,
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",QC00,2025-04-25 11:52:00,2025-04-25 11:53:00,17,2025-04-25,Freitag,0.017249792006326356,0.015450562669138884,0.016666666666666666
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PW33,2025-05-12 11:48:00,2025-05-13 00:18:00,20,2025-05-12,Montag,1.5447264078692216,1.449255459115542,
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",QC00,2025-05-14 12:09:00,2025-05-14 12:10:00,20,2025-05-14,Mittwoch,8.682993762573949,10.396336263513387,
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PW21,2025-05-22 06:57:00,2025-05-22 08:27:00,21,2025-05-22,Donnerstag,2.5748809929999825,2.5616100947644638,
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PM52,2025-06-04 16:56:00,2025-06-04 22:38:00,23,2025-06-04,Mittwoch,3.6087541959288156,4.301099374038822,
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",QC10,2025-05-30 09:00:00,2025-05-30 13:00:00,22,2025-05-30,Freitag,7.742608552520556,7.57238876103154,
728503,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",91300,2025-05-31 13:00:00,2025-06-02 14:00:00,22,2025-05-31,Samstag,3.4646385619538917,3.1581972631596402,
729671,ZJDEE0001845,"Gehaeuseflanschrippe DRBS NPS 42""  B 221 S 35 L 327",PC21,2025-04-28 08:17:00,2025-04-28 08:30:00,18,2025-04-28,Montag,4.2477275259644,4.112676648648878,
729673,ZJDEE0001845,"Gehaeuseflanschrippe DRBS NPS 42""  B 221 S 35 L 327",PC21,2025-04-28 08:17:00,2025-04-28 08:30:00,18,2025-04-28,Montag,0.6418682093073337,0.6642221248778489,
726228,ZJDEE0001625,"FLANSCH DRBS DN 36"" CL.300 S.A DI 872/869,5  DA 1270  L 397",PW72,2025-04-14 12:53:00,2025-04-14 17:04:00,16,2025-04-14,Montag,2.8921686146179506,4.5517981609576115,4.183333333333334
726231,ZJDEE0001630,"Gehaeuseflanschrippe DRBS NPS 36"" B 620 S 35 L 370",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,0.8170254706795226,0.7669389863921269,
726232,ZJDEE0001632,"Gehaeuseflanschrippe DRBS NPS 36""  B 295 S 35 L 1080",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,7.483018721236309,7.205084875309198,
726235,ZJDEE0001680,Blechzuschnitt B 180 S 20 L 798,PC00,2025-06-27 21:45:00,2025-06-27 21:45:00,26,2025-06-27,Freitag,3.4932605909671373,3.777074427535345,
728504,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PC81,2025-05-02 18:45:00,2025-05-05 06:45:00,18,2025-05-02,Freitag,7.94952787402373,8.345859286046114,
728504,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",95110,2025-05-25 13:00:00,2025-05-27 14:00:00,21,2025-05-25,Sonntag,6.444917436026497,7.3743128702286995,
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PC11,2025-04-22 06:14:00,2025-04-22 06:37:00,17,2025-04-22,Dienstag,0.43271956747184154,0.347585301583574,0.38333333333333336
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PC71,2025-04-24 08:52:00,2025-04-24 14:37:00,17,2025-04-24,Donnerstag,4.5235946023250735,5.722590697303685,5.75
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PW21,2025-04-28 00:53:00,2025-04-28 08:29:00,18,2025-04-28,Montag,9.577510844876784,10.479928518641685,
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",QC00,2025-04-28 21:44:00,2025-04-28 21:45:00,18,2025-04-28,Montag,8.442835875319705,9.887099253028254,
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PC91,2025-05-06 12:00:00,2025-05-06 13:45:00,19,2025-05-06,Dienstag,2.0846667874334393,2.1176270053988717,
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PDS10,2025-05-28 08:06:00,2025-05-28 11:30:00,22,2025-05-28,Mittwoch,5.646094255020518,6.486317057362667,
728505,ZJDEE0001556,"Gehaeuse DRBS NPS 30""  FtF 950",PST10,2025-06-09 12:09:00,2025-06-10 13:45:00,24,2025-06-09,Montag,5.835187843132924,5.669779523432223,
728508,ZJDEE0001557,"FLANSCHBLECH DRBS NPS 30"" B 1080 S 35 L 2897",PC91,2025-03-19 12:54:00,2025-03-19 13:45:00,12,2025-03-19,Mittwoch,0.5342637507667499,0.8693724043684292,0.85
728509,ZJDEE0001557,"FLANSCHBLECH DRBS NPS 30"" B 1080 S 35 L 2897",PC60,2025-03-21 13:44:00,2025-03-21 13:45:00,12,2025-03-21,Freitag,0.01887116446797522,0.017371235652588884,0.016666666666666666
728627,ZJDEE0001951,ZWISCHENBLECH B 180 S 20 L 668,PC21,2025-05-29 08:10:00,2025-05-29 08:30:00,22,2025-05-29,Donnerstag,8.189366601729258,9.455815995624786,
728630,ZJDEE0001951,ZWISCHENBLECH B 180 S 20 L 668,PC00,2025-05-29 21:44:00,2025-05-29 21:45:00,22,2025-05-29,Donnerstag,2.4265950508680136,2.695308582872127,
728631,ZJDEE0001951,ZWISCHENBLECH B 180 S 20 L 668,PC21,2025-05-29 08:10:00,2025-05-29 08:30:00,22,2025-05-29,Donnerstag,3.6876428676765163,3.7162890529490133,
729682,ZJDEE0001845,"Gehaeuseflanschrippe DRBS NPS 42""  B 221 S 35 L 327",PC00,2025-04-28 21:44:00,2025-04-28 21:45:00,18,2025-04-28,Montag,5.868318978979195,6.682196775069936,
726249,ZJDEE0001567,TRAGOESE B 210 S 35 L 190 D 52,PC21,2025-04-29 11:03:00,2025-04-29 11:20:00,18,2025-04-29,Dienstag,6.936901801558641,6.461101443242535,
726251,ZJDEE0001626,"Flanschblech DRBS NPS 36"" B 1250 S 35 L 3417",PM37,2025-04-15 06:31:00,2025-04-15 08:30:00,16,2025-04-15,Dienstag,1.2676473597911293,1.77346434656293,1.9833333333333334
726252,ZJDEE0001629,"Rippenrahmen DRBS NPS 36""  B 885 S 35 L 2550",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,9.794825671637366,11.686110071993578,
726254,ZJDEE0001632,"Gehaeuseflanschrippe DRBS NPS 36""  B 295 S 35 L 1080",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,2.622078101872156,2.9811821764263673,
726253,ZJDEE0001630,"Gehaeuseflanschrippe DRBS NPS 36"" B 620 S 35 L 370",PC21,2025-05-01 08:08:00,2025-05-01 08:30:00,18,2025-05-01,Donnerstag,0.5323409444999576,0.6347382163890908,
726253,ZJDEE0001630,"Gehaeuseflanschrippe DRBS NPS 36"" B 620 S 35 L 370",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,9.772461038374502,10.96881157764112,
728633,ZJDEE0001952,4kt Zuschnitt B 50 S 80 L 256,PC00,2025-05-29 21:44:00,2025-05-29 21:45:00,22,2025-05-29,Donnerstag,5.031856867368245,4.675760665687362,
728643,ZJDEE0002282,"Gehaeusehälfte DRBS NPS 30""",PC00,2025-03-26 09:16:00,2025-03-26 09:17:00,13,2025-03-26,Mittwoch,0.01585952699783802,0.014212319255174171,0.016666666666666666
728644,ZJDEE0002282,"Gehaeusehälfte DRBS NPS 30""",PC00,2025-03-26 09:16:00,2025-03-26 09:17:00,13,2025-03-26,Mittwoch,0.01983016040681173,0.014626905037671674,0.016666666666666666
728644,ZJDEE0002282,"Gehaeusehälfte DRBS NPS 30""",QC00,2025-03-27 21:43:00,2025-03-27 21:45:00,13,2025-03-27,Donnerstag,0.033345181022850966,0.03173544349028326,0.03333333333333333
728645,ZJDEE0002284,"Gehaeuseboden DRBS NPS 30""",PC00,2025-03-31 20:50:00,2025-03-31 20:51:00,14,2025-03-31,Montag,0.01131927146757154,0.016844931756219244,0.016666666666666666
728647,ZJDEE0002284,"Gehaeuseboden DRBS NPS 30""",PW21,2025-04-02 07:21:00,2025-04-02 10:51:00,14,2025-04-02,Mittwoch,4.155603113482369,2.8245072181662487,3.5
729685,ZJDEE0001845,"Gehaeuseflanschrippe DRBS NPS 42""  B 221 S 35 L 327",PC21,2025-04-28 08:17:00,2025-04-28 08:30:00,18,2025-04-28,Montag,0.8509544033442589,0.9332439234922187,
726261,ZJDEE0001634,"Gehaeuseflanschrippe DRBS NPS 36""  B 885 S 35 L 1650",PC21,2025-05-01 07:03:00,2025-05-01 08:30:00,18,2025-05-01,Donnerstag,1.2318467183604807,1.4413231216719757,
726262,ZJDEE0001634,"Gehaeuseflanschrippe DRBS NPS 36""  B 885 S 35 L 1650",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,8.440506418940764,8.022267943302289,
726268,ZJDEE0001997,"Rohrschuss DRBS NPS 36"" DI 872 DA 884 H 210",PC41,2025-05-29 19:53:00,2025-05-29 20:56:00,22,2025-05-29,Donnerstag,9.596104243268607,9.034072894220415,
726270,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",SM00,2025-06-23 18:50:00,2025-06-23 18:51:00,26,2025-06-23,Montag,8.583411593595246,8.785864292851628,
726270,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",PW21,2025-06-27 14:30:00,2025-06-27 15:39:00,26,2025-06-27,Freitag,9.629054024302619,9.643272557275807,
726270,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",PW71,2025-07-02 16:33:00,2025-07-02 21:18:00,27,2025-07-02,Mittwoch,3.4184899448344845,3.638761609375338,
726270,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",PW71,2025-07-03 10:48:00,2025-07-03 11:03:00,27,2025-07-03,Donnerstag,8.194824900814247,9.414285669548871,
728323,ZJDEE0001567,TRAGOESE B 210 S 35 L 190 D 52,PC21,2025-06-27 11:03:00,2025-06-27 11:20:00,26,2025-06-27,Freitag,0.5699413998310965,0.5353181440203095,
728324,ZJDEE0001628,"Rechteckflansch DRBS NPS 36"" B 660 S 50 L 1425",PC00,2025-07-01 21:44:00,2025-07-01 21:45:00,27,2025-07-01,Dienstag,7.819516805046936,8.941849936459137,
728328,ZJDEE0001659,"Gehaeuseflanschrippe DRBS NPS 36""  B 164 S 35 L 297.5",PC60,2025-05-15 13:44:00,2025-05-15 13:45:00,20,2025-05-15,Donnerstag,8.73858659689267,9.17803162216682,
728330,ZJDEE0003983,"Gehaeuseflanschrippe DRBS NPS 36""  B 164 S 35 L 297.5",PC21,2025-06-27 10:43:00,2025-06-27 10:55:00,26,2025-06-27,Freitag,6.712002435995125,6.493468325070196,
728651,ZJDEE0002314,Ronde D 763 S 40,PC00,2025-05-28 21:44:00,2025-05-28 21:45:00,22,2025-05-28,Mittwoch,5.87547112310151,5.529724525563475,
728652,ZJDEE0002314,Ronde D 763 S 40,PC21,2025-05-28 07:45:00,2025-05-28 08:30:00,22,2025-05-28,Mittwoch,6.60039834064425,6.77369292541868,
728652,ZJDEE0002314,Ronde D 763 S 40,PC00,2025-05-28 21:44:00,2025-05-28 21:45:00,22,2025-05-28,Mittwoch,4.390886514854975,4.114845696827846,
728657,ZJDEE0002396,"Kompensatorring DRBS NPS 30"" DI 727 DA 844 H 113",PM32,2025-05-19 08:27:00,2025-05-19 08:27:00,21,2025-05-19,Montag,3.8592631393342898,3.999929677393761,
728658,ZJDEE0002396,"Kompensatorring DRBS NPS 30"" DI 727 DA 844 H 113",PM00,2025-05-20 13:42:00,2025-05-20 13:45:00,21,2025-05-20,Dienstag,3.3711372590600805,3.3746602589783876,
729692,ZJDEE0001844,"Gehaeuseflanschrippe DRBS NPS 42""  B 318 S 35 L 1170",PC21,2025-04-24 09:44:00,2025-04-24 10:55:00,17,2025-04-24,Donnerstag,1.218083701476383,1.063288352126327,1.1833333333333333
729698,ZJDEE0001844,"Gehaeuseflanschrippe DRBS NPS 42""  B 318 S 35 L 1170",PM53,2025-04-25 07:54:00,2025-04-25 08:30:00,17,2025-04-25,Freitag,0.4123364552481868,0.6587331159550153,0.6
729701,ZJDEE0001844,"Gehaeuseflanschrippe DRBS NPS 42""  B 318 S 35 L 1170",PC60,2025-04-28 13:44:00,2025-04-28 13:45:00,18,2025-04-28,Montag,6.261953716514864,7.315415159826159,
729702,ZJDEE0001844,"Gehaeuseflanschrippe DRBS NPS 42""  B 318 S 35 L 1170",PC21,2025-04-24 09:44:00,2025-04-24 10:55:00,17,2025-04-24,Donnerstag,0.7573053605037384,1.1615933966775653,1.1833333333333333
729704,ZJDEE0001844,"Gehaeuseflanschrippe DRBS NPS 42""  B 318 S 35 L 1170",PM53,2025-04-25 07:54:00,2025-04-25 08:30:00,17,2025-04-25,Freitag,0.6059968909835297,0.5521203294421424,0.6
726272,ZJDEE0001113,Flachzuschnitt B 110  S 10  L 150,PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,0.8442575649465347,0.8475307389655538,
726278,ZJDEE0001632,"Gehaeuseflanschrippe DRBS NPS 36""  B 295 S 35 L 1080",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,9.941389046765307,11.546848713037468,
726280,ZJDEE0001633,"Gehaeuseflanschrippe DRBS NPS 36""  B 194 S 35 L 297.5",PC60,2025-05-01 13:44:00,2025-05-01 13:45:00,18,2025-05-01,Donnerstag,5.763048806261386,5.320767757602525,
726283,ZJDEE0001634,"Gehaeuseflanschrippe DRBS NPS 36""  B 885 S 35 L 1650",PC21,2025-05-01 07:03:00,2025-05-01 08:30:00,18,2025-05-01,Donnerstag,5.581764850797409,6.342754241065092,
726286,ZJDEE0001997,"Rohrschuss DRBS NPS 36"" DI 872 DA 884 H 210",PC41,2025-05-29 19:53:00,2025-05-29 20:56:00,22,2025-05-29,Donnerstag,0.8794736599158556,0.9246670488013757,
728666,ZJDEE0002398,"Rohrschuss DRBS NPS 30"" DI 727 DA 739 H 210",PC21,2025-05-15 05:43:00,2025-05-15 06:39:00,20,2025-05-15,Donnerstag,2.1072618408292527,2.450852302218732,
728666,ZJDEE0002398,"Rohrschuss DRBS NPS 30"" DI 727 DA 739 H 210",PC60,2025-05-20 13:42:00,2025-05-20 13:45:00,21,2025-05-20,Dienstag,2.0516022724055762,1.9490951717156053,
728668,ZJDEE0002398,"Rohrschuss DRBS NPS 30"" DI 727 DA 739 H 210",PC41,2025-05-15 19:54:00,2025-05-15 21:00:00,20,2025-05-15,Donnerstag,3.7695906703537445,4.485588129080756,
728668,ZJDEE0002398,"Rohrschuss DRBS NPS 30"" DI 727 DA 739 H 210",PC60,2025-05-20 13:42:00,2025-05-20 13:45:00,21,2025-05-20,Dienstag,5.692368850074773,5.458904276884992,
729706,ZJDEE0001842,"Gehaeuseflanschrippe DRBS NPS 42"" B 460 S 25 L 470",PC21,2025-04-28 08:09:00,2025-04-28 08:30:00,18,2025-04-28,Montag,8.389835080680673,8.192650593935179,
729716,ZJDEE0001842,"Gehaeuseflanschrippe DRBS NPS 42"" B 460 S 25 L 470",PC21,2025-04-28 08:09:00,2025-04-28 08:30:00,18,2025-04-28,Montag,8.787029650527101,8.126085747243344,
729719,ZJDEE0001842,"Gehaeuseflanschrippe DRBS NPS 42"" B 460 S 25 L 470",PC21,2025-04-28 08:09:00,2025-04-28 08:30:00,18,2025-04-28,Montag,4.406899734189342,4.9243853607062205,
726290,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",PW21,2025-06-25 07:00:00,2025-06-25 09:39:00,26,2025-06-25,Mittwoch,1.8683383414919872,2.034156395708441,
726290,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",QC10,2025-07-04 08:03:00,2025-07-04 08:27:00,27,2025-07-04,Freitag,2.941949829966652,3.121815688346347,
726290,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",95110,2025-07-06 13:00:00,2025-07-08 14:00:00,27,2025-07-06,Sonntag,7.935074545255687,7.749808759528028,
726290,ZJDE279535,"Kompensator DRBS DN 36"" DI 872 DA 984 L 311 Mehrwellig",QC10,2025-07-15 21:12:00,2025-07-15 21:45:00,29,2025-07-15,Dienstag,1.2474544485974917,1.351410598754726,
726291,ZJDEE0001561,TRAGOESE A 3 D 52,PM42,2025-04-30 08:19:00,2025-04-30 08:30:00,18,2025-04-30,Mittwoch,5.359257681022275,5.110310649418374,
726295,ZJDEE0001626,"Flanschblech DRBS NPS 36"" B 1250 S 35 L 3417",PC21,2025-04-11 05:22:00,2025-04-11 07:21:00,15,2025-04-11,Freitag,1.5903842217068445,1.9506073723801167,1.9833333333333334
726299,ZJDEE0001632,"Gehaeuseflanschrippe DRBS NPS 36""  B 295 S 35 L 1080",PC21,2025-05-01 07:55:00,2025-05-01 08:30:00,18,2025-05-01,Donnerstag,9.740335497962272,9.980532080312141,
728336,ZJDEE0001567,TRAGOESE B 210 S 35 L 190 D 52,PM42,2025-06-30 08:19:00,2025-06-30 08:30:00,27,2025-06-30,Montag,8.210791609875187,9.587824423190959,
728338,ZJDEE0001632,"Gehaeuseflanschrippe DRBS NPS 36""  B 295 S 35 L 1080",PC00,2025-07-01 21:44:00,2025-07-01 21:45:00,27,2025-07-01,Dienstag,7.651763423523243,8.193728196856712,
728681,ZJDEE0003992,"Gehaeuseflanschrippe DRBS NPS 30"" B 176 S 35 L 235",PM53,2025-04-03 07:54:00,2025-04-03 08:30:00,14,2025-04-03,Donnerstag,0.5070670844768015,0.5711614510872401,0.6
728682,ZJDEE0003992,"Gehaeuseflanschrippe DRBS NPS 30"" B 176 S 35 L 235",PC21,2025-04-02 10:43:00,2025-04-02 10:55:00,14,2025-04-02,Mittwoch,0.23827562488138432,0.16743639192912937,0.2
728683,ZJDEE0003992,"Gehaeuseflanschrippe DRBS NPS 30"" B 176 S 35 L 235",PC60,2025-04-04 13:44:00,2025-04-04 13:45:00,14,2025-04-04,Freitag,0.017138575805029716,0.014662708782210692,0.016666666666666666
728686,ZJDEE0003992,"Gehaeuseflanschrippe DRBS NPS 30"" B 176 S 35 L 235",PM53,2025-04-03 07:54:00,2025-04-03 08:30:00,14,2025-04-03,Donnerstag,0.7073491089990659,0.5256350316956723,0.6
728688,ZJDEE0003992,"Gehaeuseflanschrippe DRBS NPS 30"" B 176 S 35 L 235",PM53,2025-04-03 07:54:00,2025-04-03 08:30:00,14,2025-04-03,Donnerstag,0.5045075870643387,0.4801193059036612,0.6
729722,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PC71,2025-04-18 11:16:00,2025-04-18 12:28:00,16,2025-04-18,Freitag,1.0119018925018113,1.0290054743174561,1.2
729725,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PW33,2025-04-25 03:54:00,2025-04-25 07:45:00,17,2025-04-25,Freitag,2.4766284814646524,3.3666054038009015,3.85
729725,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",QC10,2025-04-29 20:15:00,2025-04-29 21:45:00,18,2025-04-29,Dienstag,7.9547825335738995,8.979911091038545,
729723,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PC00,2025-04-17 14:00:00,2025-04-17 14:01:00,16,2025-04-17,Donnerstag,0.013296667249035684,0.017342941882857562,0.016666666666666666
729723,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PC71,2025-04-18 11:16:00,2025-04-18 12:28:00,16,2025-04-18,Freitag,1.3828099565248675,1.0425631766287042,1.2
729726,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PW33,2025-04-25 03:54:00,2025-04-25 07:45:00,17,2025-04-25,Freitag,4.4895837122772235,3.544308010711569,3.85
729727,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PC00,2025-04-17 14:00:00,2025-04-17 14:01:00,16,2025-04-17,Donnerstag,0.010415910749133506,0.017263962851313402,0.016666666666666666
729727,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",QC10,2025-04-23 16:32:00,2025-04-23 17:08:00,17,2025-04-23,Mittwoch,0.5243118826312185,0.5834830658244875,0.6
729727,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PC91,2025-04-28 13:00:00,2025-04-29 07:00:00,18,2025-04-28,Montag,2.7526471305187905,2.64807586519021,
729728,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PC00,2025-04-17 14:00:00,2025-04-17 14:01:00,16,2025-04-17,Donnerstag,0.01572096261633654,0.0139100135761326,0.016666666666666666
729728,ZJDEE0002026,"Gehaeusehälfte DRBS DN 42""",PM38,2025-04-22 15:59:00,2025-04-22 19:32:00,17,2025-04-22,Dienstag,3.67740894570551,3.86695034788059,3.55
729729,ZJDEE0001839,"Gehaeusewandung DRBS NPS 42"" B 437 S 25 L 3792",PC91,2025-04-28 07:39:00,2025-04-28 08:30:00,18,2025-04-28,Montag,9.484059509367851,10.998712503151486,
729733,ZJDEE0001839,"Gehaeusewandung DRBS NPS 42"" B 437 S 25 L 3792",PC22,2025-04-24 07:25:00,2025-04-24 10:39:00,17,2025-04-24,Donnerstag,3.026035526755718,3.095681443673741,3.2333333333333334
729733,ZJDEE0001839,"Gehaeusewandung DRBS NPS 42"" B 437 S 25 L 3792",PC91,2025-04-28 07:39:00,2025-04-28 08:30:00,18,2025-04-28,Montag,1.692753080490461,1.9100883156828128,
726302,ZJDEE0001681,Blechzuschnitt B 150 S 50 L 256,PC21,2025-06-27 08:16:00,2025-06-27 08:30:00,26,2025-06-27,Freitag,8.021139562394843,9.518806497777451,
726307,ZJDEE0001567,TRAGOESE B 210 S 35 L 190 D 52,PM42,2025-04-30 08:19:00,2025-04-30 08:30:00,18,2025-04-30,Mittwoch,6.7440382678873885,7.603335260537475,
726314,ZJDEE0001630,"Gehaeuseflanschrippe DRBS NPS 36"" B 620 S 35 L 370",PC00,2025-05-01 21:44:00,2025-05-01 21:45:00,18,2025-05-01,Donnerstag,8.311464053904091,7.482366674013219,
728347,ZJDEE0001659,"Gehaeuseflanschrippe DRBS NPS 36""  B 164 S 35 L 297.5",PC21,2025-06-27 10:43:00,2025-06-27 10:55:00,26,2025-06-27,Freitag,2.5773407627073657,2.394302696649329,
728348,ZJDEE0001659,"Gehaeuseflanschrippe DRBS NPS 36""  B 164 S 35 L 297.5",PC21,2025-06-27 10:43:00,2025-06-27 10:55:00,26,2025-06-27,Freitag,1.3261201400095568,1.5664225399833906,
